Time (yr)	Density (3.5e-18 g cm-3)	Pressure (3.5e-02 dyne/cm2)	Velocity (1e8 cm/s)
 2.749471e+02	 2.599442e-04	 6.678275e-08	 1.070971e+00
 2.754210e+02	 2.585466e-04	 6.618538e-08	 1.069119e+00
 2.758951e+02	 2.571587e-04	 6.559430e-08	 1.067273e+00
 2.763693e+02	 2.557804e-04	 6.500941e-08	 1.065433e+00
 2.768430e+02	 2.544139e-04	 6.443158e-08	 1.063601e+00
 2.773169e+02	 2.530568e-04	 6.385977e-08	 1.061775e+00
 2.777916e+02	 2.517068e-04	 6.329301e-08	 1.059952e+00
 2.782650e+02	 2.503705e-04	 6.273394e-08	 1.058140e+00
 2.787393e+02	 2.490411e-04	 6.217977e-08	 1.056331e+00
 2.792131e+02	 2.477229e-04	 6.163221e-08	 1.054530e+00
 2.796877e+02	 2.464117e-04	 6.108944e-08	 1.052732e+00
 2.801618e+02	 2.451114e-04	 6.055313e-08	 1.050942e+00
 2.806353e+02	 2.438221e-04	 6.002321e-08	 1.049160e+00
 2.811097e+02	 2.425395e-04	 5.949788e-08	 1.047382e+00
 2.815836e+02	 2.412676e-04	 5.897878e-08	 1.045611e+00
 2.820575e+02	 2.400044e-04	 5.846501e-08	 1.043846e+00
 2.825317e+02	 2.387497e-04	 5.795648e-08	 1.042086e+00
 2.830060e+02	 2.375034e-04	 5.745315e-08	 1.040331e+00
 2.834797e+02	 2.362675e-04	 5.695574e-08	 1.038585e+00
 2.839536e+02	 2.350400e-04	 5.646339e-08	 1.036843e+00
 2.844277e+02	 2.338206e-04	 5.597603e-08	 1.035107e+00
 2.849019e+02	 2.326094e-04	 5.549360e-08	 1.033377e+00
 2.853763e+02	 2.314063e-04	 5.501605e-08	 1.031651e+00
 2.858503e+02	 2.302126e-04	 5.454386e-08	 1.029933e+00
 2.863236e+02	 2.290289e-04	 5.407724e-08	 1.028222e+00
 2.867982e+02	 2.278503e-04	 5.361422e-08	 1.026513e+00
 2.872718e+02	 2.266823e-04	 5.315696e-08	 1.024813e+00
 2.877456e+02	 2.255221e-04	 5.270430e-08	 1.023118e+00
 2.882206e+02	 2.243669e-04	 5.225510e-08	 1.021425e+00
 2.886946e+02	 2.232221e-04	 5.181148e-08	 1.019740e+00
 2.891687e+02	 2.220848e-04	 5.137228e-08	 1.018061e+00
 2.896418e+02	 2.209578e-04	 5.093852e-08	 1.016390e+00
 2.901162e+02	 2.198355e-04	 5.050805e-08	 1.014721e+00
 2.905907e+02	 2.187207e-04	 5.008185e-08	 1.013057e+00
 2.910643e+02	 2.176158e-04	 4.966092e-08	 1.011402e+00
 2.915379e+02	 2.165182e-04	 4.924415e-08	 1.009751e+00
 2.920125e+02	 2.154257e-04	 4.883073e-08	 1.008103e+00
 2.924867e+02	 2.143419e-04	 4.842198e-08	 1.006461e+00
 2.929604e+02	 2.132665e-04	 4.801773e-08	 1.004827e+00
 2.934349e+02	 2.121966e-04	 4.761695e-08	 1.003195e+00
 2.939089e+02	 2.111350e-04	 4.722057e-08	 1.001570e+00
 2.943825e+02	 2.100816e-04	 4.682855e-08	 9.999520e-01
 2.948568e+02	 2.090336e-04	 4.643986e-08	 9.983365e-01
 2.953307e+02	 2.079936e-04	 4.605542e-08	 9.967278e-01
 2.958053e+02	 2.069590e-04	 4.567425e-08	 9.951217e-01
 2.962783e+02	 2.059349e-04	 4.529819e-08	 9.935263e-01
 2.967532e+02	 2.049136e-04	 4.492436e-08	 9.919296e-01
 2.972265e+02	 2.039025e-04	 4.455554e-08	 9.903435e-01
 2.977005e+02	 2.028966e-04	 4.418981e-08	 9.887600e-01
 2.981752e+02	 2.018959e-04	 4.382715e-08	 9.871791e-01
 2.986495e+02	 2.009028e-04	 4.346844e-08	 9.856048e-01
 2.991233e+02	 1.999173e-04	 4.311363e-08	 9.840371e-01
 2.995966e+02	 1.989392e-04	 4.276267e-08	 9.824760e-01
 3.000707e+02	 1.979662e-04	 4.241463e-08	 9.809174e-01
 3.005455e+02	 1.969980e-04	 4.206949e-08	 9.793613e-01
 3.010198e+02	 1.960373e-04	 4.172810e-08	 9.778118e-01
 3.014936e+02	 1.950838e-04	 4.139039e-08	 9.762687e-01
 3.019670e+02	 1.941376e-04	 4.105634e-08	 9.747321e-01
 3.024411e+02	 1.931962e-04	 4.072504e-08	 9.731979e-01
 3.029159e+02	 1.922594e-04	 4.039648e-08	 9.716663e-01
 3.033889e+02	 1.913322e-04	 4.007229e-08	 9.701450e-01
 3.038640e+02	 1.904072e-04	 3.974993e-08	 9.686222e-01
 3.043373e+02	 1.894916e-04	 3.943185e-08	 9.671097e-01
 3.048113e+02	 1.885805e-04	 3.911638e-08	 9.655997e-01
 3.052860e+02	 1.876739e-04	 3.880348e-08	 9.640921e-01
 3.057602e+02	 1.867742e-04	 3.849394e-08	 9.625908e-01
 3.062339e+02	 1.858813e-04	 3.818771e-08	 9.610958e-01
 3.067083e+02	 1.849928e-04	 3.788397e-08	 9.596033e-01
 3.071822e+02	 1.841110e-04	 3.758347e-08	 9.581169e-01
 3.076556e+02	 1.832358e-04	 3.728618e-08	 9.566368e-01
 3.081297e+02	 1.823649e-04	 3.699130e-08	 9.551591e-01
 3.086045e+02	 1.814983e-04	 3.669880e-08	 9.536838e-01
 3.090775e+02	 1.806405e-04	 3.641016e-08	 9.522184e-01
 3.095525e+02	 1.797846e-04	 3.612311e-08	 9.507516e-01
 3.100257e+02	 1.789374e-04	 3.583984e-08	 9.492948e-01
 3.105009e+02	 1.780921e-04	 3.555811e-08	 9.478364e-01
 3.109742e+02	 1.772554e-04	 3.528010e-08	 9.463880e-01
 3.114482e+02	 1.764227e-04	 3.500431e-08	 9.449419e-01
 3.119218e+02	 1.755962e-04	 3.473144e-08	 9.435019e-01
 3.123960e+02	 1.747738e-04	 3.446074e-08	 9.420641e-01
 3.128709e+02	 1.739553e-04	 3.419219e-08	 9.406286e-01
 3.133440e+02	 1.731451e-04	 3.392717e-08	 9.392030e-01
 3.138190e+02	 1.723366e-04	 3.366356e-08	 9.377758e-01
 3.142922e+02	 1.715363e-04	 3.340341e-08	 9.363584e-01
 3.147661e+02	 1.707398e-04	 3.314532e-08	 9.349432e-01
 3.152407e+02	 1.699472e-04	 3.288926e-08	 9.335303e-01
 3.157148e+02	 1.691605e-04	 3.263590e-08	 9.321232e-01
 3.161882e+02	 1.683796e-04	 3.238520e-08	 9.307222e-01
 3.166624e+02	 1.676025e-04	 3.213646e-08	 9.293233e-01
 3.171372e+02	 1.668290e-04	 3.188968e-08	 9.279266e-01
 3.176114e+02	 1.660613e-04	 3.164548e-08	 9.265358e-01
 3.180851e+02	 1.652993e-04	 3.140383e-08	 9.251509e-01
 3.185595e+02	 1.645410e-04	 3.116407e-08	 9.237681e-01
 3.190332e+02	 1.637882e-04	 3.092681e-08	 9.223912e-01
 3.195077e+02	 1.630390e-04	 3.069140e-08	 9.210164e-01
 3.199815e+02	 1.622953e-04	 3.045843e-08	 9.196474e-01
 3.204547e+02	 1.615572e-04	 3.022789e-08	 9.182843e-01
 3.209287e+02	 1.608225e-04	 2.999914e-08	 9.169232e-01
 3.214032e+02	 1.600912e-04	 2.977214e-08	 9.155642e-01
 3.218772e+02	 1.593654e-04	 2.954751e-08	 9.142110e-01
 3.223519e+02	 1.586430e-04	 2.932460e-08	 9.128598e-01
 3.228259e+02	 1.579259e-04	 2.910401e-08	 9.115144e-01
 3.232994e+02	 1.572140e-04	 2.888571e-08	 9.101747e-01
 3.237735e+02	 1.565055e-04	 2.866907e-08	 9.088371e-01
 3.242469e+02	 1.558023e-04	 2.845468e-08	 9.075051e-01
 3.247211e+02	 1.551022e-04	 2.824193e-08	 9.061752e-01
 3.251959e+02	 1.544055e-04	 2.803079e-08	 9.048472e-01
 3.256701e+02	 1.537138e-04	 2.782184e-08	 9.035250e-01
 3.261437e+02	 1.530273e-04	 2.761504e-08	 9.022083e-01
 3.266179e+02	 1.523439e-04	 2.740980e-08	 9.008937e-01
 3.270915e+02	 1.516655e-04	 2.720668e-08	 8.995846e-01
 3.275657e+02	 1.509903e-04	 2.700509e-08	 8.982775e-01
 3.280406e+02	 1.503181e-04	 2.680503e-08	 8.969724e-01
 3.285136e+02	 1.496527e-04	 2.660756e-08	 8.956764e-01
 3.289885e+02	 1.489885e-04	 2.641104e-08	 8.943788e-01
 3.294627e+02	 1.483292e-04	 2.621653e-08	 8.930868e-01
 3.299363e+02	 1.476747e-04	 2.602402e-08	 8.918002e-01
 3.304106e+02	 1.470232e-04	 2.583295e-08	 8.905156e-01
 3.308842e+02	 1.463765e-04	 2.564384e-08	 8.892364e-01
 3.313585e+02	 1.457327e-04	 2.545613e-08	 8.879592e-01
 3.318321e+02	 1.450936e-04	 2.527034e-08	 8.866874e-01
 3.323063e+02	 1.444574e-04	 2.508594e-08	 8.854176e-01
 3.327799e+02	 1.438258e-04	 2.490342e-08	 8.841531e-01
 3.332541e+02	 1.431971e-04	 2.472224e-08	 8.828905e-01
 3.337290e+02	 1.425712e-04	 2.454241e-08	 8.816298e-01
 3.342032e+02	 1.419499e-04	 2.436441e-08	 8.803745e-01
 3.346767e+02	 1.413331e-04	 2.418822e-08	 8.791246e-01
 3.351509e+02	 1.407191e-04	 2.401333e-08	 8.778765e-01
 3.356243e+02	 1.401095e-04	 2.384021e-08	 8.766338e-01
 3.360985e+02	 1.395027e-04	 2.366837e-08	 8.753929e-01
 3.365732e+02	 1.388985e-04	 2.349779e-08	 8.741538e-01
 3.370473e+02	 1.382988e-04	 2.332893e-08	 8.729200e-01
 3.375206e+02	 1.377034e-04	 2.316179e-08	 8.716916e-01
 3.379946e+02	 1.371107e-04	 2.299586e-08	 8.704649e-01
 3.384693e+02	 1.365206e-04	 2.283115e-08	 8.692400e-01
 3.389433e+02	 1.359348e-04	 2.266810e-08	 8.680204e-01
 3.394165e+02	 1.353532e-04	 2.250669e-08	 8.668061e-01
 3.398917e+02	 1.347725e-04	 2.234600e-08	 8.655900e-01
 3.403648e+02	 1.341977e-04	 2.218739e-08	 8.643826e-01
 3.408386e+02	 1.336254e-04	 2.202991e-08	 8.631770e-01
 3.413131e+02	 1.330557e-04	 2.187358e-08	 8.619732e-01
 3.417867e+02	 1.324900e-04	 2.171882e-08	 8.607745e-01
 3.422611e+02	 1.319269e-04	 2.156517e-08	 8.595775e-01
 3.427347e+02	 1.313678e-04	 2.141307e-08	 8.583857e-01
 3.432089e+02	 1.308111e-04	 2.126206e-08	 8.571957e-01
 3.436838e+02	 1.302569e-04	 2.111213e-08	 8.560073e-01
 3.441579e+02	 1.297067e-04	 2.096370e-08	 8.548241e-01
 3.446313e+02	 1.291604e-04	 2.081677e-08	 8.536459e-01
 3.451054e+02	 1.286165e-04	 2.067088e-08	 8.524695e-01
 3.455800e+02	 1.280750e-04	 2.052603e-08	 8.512948e-01
 3.460539e+02	 1.275374e-04	 2.038263e-08	 8.501251e-01
 3.465284e+02	 1.270021e-04	 2.024025e-08	 8.489571e-01
 3.470022e+02	 1.264707e-04	 2.009929e-08	 8.477942e-01
 3.474752e+02	 1.259431e-04	 1.995973e-08	 8.466363e-01
 3.479502e+02	 1.254162e-04	 1.982076e-08	 8.454766e-01
 3.484245e+02	 1.248931e-04	 1.968317e-08	 8.443220e-01
 3.488980e+02	 1.243738e-04	 1.954695e-08	 8.431724e-01
 3.493721e+02	 1.238567e-04	 1.941169e-08	 8.420244e-01
 3.498455e+02	 1.233433e-04	 1.927778e-08	 8.408814e-01
 3.503194e+02	 1.228321e-04	 1.914480e-08	 8.397401e-01
 3.507940e+02	 1.223231e-04	 1.901276e-08	 8.386003e-01
 3.512678e+02	 1.218178e-04	 1.888203e-08	 8.374655e-01
 3.517423e+02	 1.213146e-04	 1.875221e-08	 8.363322e-01
 3.522159e+02	 1.208150e-04	 1.862368e-08	 8.352039e-01
 3.526902e+02	 1.203175e-04	 1.849605e-08	 8.340772e-01
 3.531651e+02	 1.198221e-04	 1.836930e-08	 8.329521e-01
 3.536377e+02	 1.193318e-04	 1.824418e-08	 8.318352e-01
 3.541124e+02	 1.188420e-04	 1.811956e-08	 8.307165e-01
 3.545863e+02	 1.183558e-04	 1.799617e-08	 8.296027e-01
 3.550609e+02	 1.178716e-04	 1.787363e-08	 8.284904e-01
 3.555346e+02	 1.173909e-04	 1.775230e-08	 8.273830e-01
 3.560089e+02	 1.169121e-04	 1.763181e-08	 8.262771e-01
 3.564824e+02	 1.164369e-04	 1.751251e-08	 8.251761e-01
 3.569566e+02	 1.159636e-04	 1.739403e-08	 8.240766e-01
 3.574313e+02	 1.154922e-04	 1.727636e-08	 8.229786e-01
 3.579052e+02	 1.150243e-04	 1.715985e-08	 8.218854e-01
 3.583783e+02	 1.145597e-04	 1.704448e-08	 8.207969e-01
 3.588535e+02	 1.140956e-04	 1.692956e-08	 8.197067e-01
 3.593264e+02	 1.136362e-04	 1.681611e-08	 8.186246e-01
 3.598013e+02	 1.131774e-04	 1.670309e-08	 8.175407e-01
 3.602754e+02	 1.127218e-04	 1.659118e-08	 8.164615e-01
 3.607487e+02	 1.122695e-04	 1.648037e-08	 8.153870e-01
 3.612225e+02	 1.118190e-04	 1.637031e-08	 8.143140e-01
 3.616970e+02	 1.113704e-04	 1.626100e-08	 8.132425e-01
 3.621706e+02	 1.109250e-04	 1.615275e-08	 8.121757e-01
 3.626449e+02	 1.104814e-04	 1.604524e-08	 8.111103e-01
 3.631197e+02	 1.100397e-04	 1.593846e-08	 8.100464e-01
 3.635937e+02	 1.096010e-04	 1.583271e-08	 8.089871e-01
 3.640668e+02	 1.091656e-04	 1.572800e-08	 8.079325e-01
 3.645420e+02	 1.087305e-04	 1.562368e-08	 8.068761e-01
 3.650149e+02	 1.082999e-04	 1.552069e-08	 8.058276e-01
 3.654898e+02	 1.078697e-04	 1.541807e-08	 8.047773e-01
 3.659639e+02	 1.074426e-04	 1.531646e-08	 8.037316e-01
 3.664370e+02	 1.070185e-04	 1.521583e-08	 8.026905e-01
 3.669123e+02	 1.065948e-04	 1.511557e-08	 8.016476e-01
 3.673852e+02	 1.061755e-04	 1.501659e-08	 8.006125e-01
 3.678602e+02	 1.057565e-04	 1.491796e-08	 7.995756e-01
 3.683344e+02	 1.053405e-04	 1.482029e-08	 7.985433e-01
 3.688076e+02	 1.049275e-04	 1.472357e-08	 7.975156e-01
 3.692814e+02	 1.045161e-04	 1.462749e-08	 7.964892e-01
 3.697558e+02	 1.041064e-04	 1.453205e-08	 7.954641e-01
 3.702294e+02	 1.036996e-04	 1.443753e-08	 7.944436e-01
 3.707035e+02	 1.032944e-04	 1.434363e-08	 7.934245e-01
 3.711782e+02	 1.028909e-04	 1.425036e-08	 7.924067e-01
 3.716520e+02	 1.024902e-04	 1.415799e-08	 7.913935e-01
 3.721265e+02	 1.020911e-04	 1.406622e-08	 7.903815e-01
 3.725999e+02	 1.016948e-04	 1.397534e-08	 7.893741e-01
 3.730740e+02	 1.013002e-04	 1.388506e-08	 7.883680e-01
 3.735487e+02	 1.009070e-04	 1.379537e-08	 7.873632e-01
 3.740225e+02	 1.005167e-04	 1.370654e-08	 7.863628e-01
 3.744969e+02	 1.001279e-04	 1.361830e-08	 7.853638e-01
 3.749704e+02	 9.974188e-05	 1.353091e-08	 7.843692e-01
 3.754444e+02	 9.935737e-05	 1.344408e-08	 7.833760e-01
 3.759190e+02	 9.897438e-05	 1.335782e-08	 7.823840e-01
 3.763927e+02	 9.859410e-05	 1.327239e-08	 7.813964e-01
 3.768670e+02	 9.821531e-05	 1.318751e-08	 7.804102e-01
 3.773404e+02	 9.783920e-05	 1.310345e-08	 7.794283e-01
 3.778143e+02	 9.746457e-05	 1.301994e-08	 7.784477e-01
 3.782888e+02	 9.709140e-05	 1.293696e-08	 7.774684e-01
 3.787624e+02	 9.672087e-05	 1.285478e-08	 7.764934e-01
 3.792366e+02	 9.635179e-05	 1.277313e-08	 7.755197e-01
 3.797113e+02	 9.598415e-05	 1.269200e-08	 7.745473e-01
 3.801851e+02	 9.561911e-05	 1.261165e-08	 7.735792e-01
 3.806595e+02	 9.525549e-05	 1.253182e-08	 7.726124e-01
 3.811329e+02	 9.489443e-05	 1.245276e-08	 7.716499e-01
 3.816070e+02	 9.453478e-05	 1.237419e-08	 7.706886e-01
 3.820815e+02	 9.417651e-05	 1.229613e-08	 7.697285e-01
 3.825552e+02	 9.382078e-05	 1.221882e-08	 7.687728e-01
 3.830294e+02	 9.346642e-05	 1.214200e-08	 7.678183e-01
 3.835026e+02	 9.311456e-05	 1.206592e-08	 7.668681e-01
 3.839780e+02	 9.276293e-05	 1.199007e-08	 7.659160e-01
 3.844509e+02	 9.241490e-05	 1.191519e-08	 7.649712e-01
 3.849258e+02	 9.206709e-05	 1.184054e-08	 7.640246e-01
 3.853998e+02	 9.172173e-05	 1.176661e-08	 7.630823e-01
 3.858729e+02	 9.137880e-05	 1.169338e-08	 7.621442e-01
 3.863480e+02	 9.103608e-05	 1.162038e-08	 7.612042e-01
 3.868222e+02	 9.069577e-05	 1.154807e-08	 7.602685e-01
 3.872954e+02	 9.035786e-05	 1.147645e-08	 7.593369e-01
 3.877691e+02	 9.002123e-05	 1.140528e-08	 7.584066e-01
 3.882434e+02	 8.968589e-05	 1.133456e-08	 7.574774e-01
 3.887183e+02	 8.935182e-05	 1.126428e-08	 7.565494e-01
 3.891923e+02	 8.902011e-05	 1.119467e-08	 7.556256e-01
 3.896667e+02	 8.868965e-05	 1.112549e-08	 7.547030e-01
 3.901402e+02	 8.836152e-05	 1.105697e-08	 7.537845e-01
 3.906142e+02	 8.803462e-05	 1.098888e-08	 7.528672e-01
 3.910888e+02	 8.770896e-05	 1.092121e-08	 7.519510e-01
 3.915624e+02	 8.738560e-05	 1.085419e-08	 7.510389e-01
 3.920366e+02	 8.706345e-05	 1.078758e-08	 7.501280e-01
 3.925098e+02	 8.674356e-05	 1.072160e-08	 7.492212e-01
 3.929851e+02	 8.642383e-05	 1.065582e-08	 7.483126e-01
 3.934577e+02	 8.610739e-05	 1.059087e-08	 7.474111e-01
 3.939326e+02	 8.579109e-05	 1.052611e-08	 7.465077e-01
 3.944064e+02	 8.547701e-05	 1.046196e-08	 7.456084e-01
 3.948808e+02	 8.516411e-05	 1.039821e-08	 7.447102e-01
 3.953542e+02	 8.485340e-05	 1.033506e-08	 7.438161e-01
 3.958281e+02	 8.454385e-05	 1.027230e-08	 7.429231e-01
 3.963025e+02	 8.423545e-05	 1.020992e-08	 7.420311e-01
 3.967760e+02	 8.392922e-05	 1.014814e-08	 7.411433e-01
 3.972500e+02	 8.362413e-05	 1.008673e-08	 7.402565e-01
 3.977246e+02	 8.332016e-05	 1.002569e-08	 7.393709e-01
 3.981981e+02	 8.301833e-05	 9.965237e-09	 7.384892e-01
 3.986722e+02	 8.271761e-05	 9.905148e-09	 7.376087e-01
 3.991468e+02	 8.241801e-05	 9.845426e-09	 7.367292e-01
 3.996204e+02	 8.212051e-05	 9.786266e-09	 7.358537e-01
 4.000945e+02	 8.182410e-05	 9.727465e-09	 7.349793e-01
 4.005692e+02	 8.152878e-05	 9.669022e-09	 7.341060e-01
 4.010429e+02	 8.123553e-05	 9.611128e-09	 7.332366e-01
 4.015171e+02	 8.094336e-05	 9.553585e-09	 7.323683e-01
 4.019918e+02	 8.065226e-05	 9.496391e-09	 7.315011e-01
 4.024655e+02	 8.036320e-05	 9.439733e-09	 7.306378e-01
 4.029397e+02	 8.007520e-05	 9.383417e-09	 7.297756e-01
 4.034129e+02	 7.978922e-05	 9.327630e-09	 7.289174e-01
 4.038866e+02	 7.950427e-05	 9.272178e-09	 7.280601e-01
 4.043609e+02	 7.922037e-05	 9.217060e-09	 7.272039e-01
 4.048357e+02	 7.893749e-05	 9.162272e-09	 7.263487e-01
 4.053094e+02	 7.865660e-05	 9.107998e-09	 7.254975e-01
 4.057837e+02	 7.837673e-05	 9.054049e-09	 7.246473e-01
 4.062569e+02	 7.809881e-05	 9.000605e-09	 7.238010e-01
 4.067323e+02	 7.782096e-05	 8.947299e-09	 7.229528e-01
 4.072050e+02	 7.754599e-05	 8.894672e-09	 7.221114e-01
 4.076798e+02	 7.727108e-05	 8.842179e-09	 7.212681e-01
 4.081535e+02	 7.699809e-05	 8.790177e-09	 7.204287e-01
 4.086278e+02	 7.672609e-05	 8.738483e-09	 7.195903e-01
 4.091027e+02	 7.645506e-05	 8.687098e-09	 7.187529e-01
 4.095764e+02	 7.618593e-05	 8.636191e-09	 7.179193e-01
 4.100507e+02	 7.591776e-05	 8.585587e-09	 7.170868e-01
 4.105239e+02	 7.565147e-05	 8.535454e-09	 7.162581e-01
 4.109976e+02	 7.538613e-05	 8.485617e-09	 7.154303e-01
 4.114719e+02	 7.512174e-05	 8.436075e-09	 7.146036e-01
 4.119467e+02	 7.485829e-05	 8.386824e-09	 7.137778e-01
 4.124203e+02	 7.459669e-05	 8.338033e-09	 7.129558e-01
 4.128946e+02	 7.433602e-05	 8.289528e-09	 7.121349e-01
 4.133677e+02	 7.407717e-05	 8.241475e-09	 7.113177e-01
 4.138429e+02	 7.381834e-05	 8.193537e-09	 7.104986e-01
 4.143171e+02	 7.356132e-05	 8.146046e-09	 7.096834e-01
 4.147902e+02	 7.330610e-05	 8.098997e-09	 7.088719e-01
 4.152638e+02	 7.305178e-05	 8.052222e-09	 7.080613e-01
 4.157379e+02	 7.279836e-05	 8.005719e-09	 7.072518e-01
 4.162126e+02	 7.254584e-05	 7.959488e-09	 7.064431e-01
 4.166861e+02	 7.229507e-05	 7.913687e-09	 7.056382e-01
 4.171602e+02	 7.204520e-05	 7.868152e-09	 7.048343e-01
 4.176347e+02	 7.179619e-05	 7.822881e-09	 7.040313e-01
 4.181082e+02	 7.154893e-05	 7.778030e-09	 7.032320e-01
 4.185822e+02	 7.130254e-05	 7.733439e-09	 7.024337e-01
 4.190567e+02	 7.105701e-05	 7.689106e-09	 7.016362e-01
 4.195301e+02	 7.081319e-05	 7.645184e-09	 7.008425e-01
 4.200056e+02	 7.056937e-05	 7.601362e-09	 7.000470e-01
 4.204784e+02	 7.032811e-05	 7.558099e-09	 6.992579e-01
 4.209534e+02	 7.008683e-05	 7.514932e-09	 6.984669e-01
 4.214272e+02	 6.984724e-05	 7.472165e-09	 6.976797e-01
 4.219015e+02	 6.960849e-05	 7.429644e-09	 6.968933e-01
 4.223747e+02	 6.937140e-05	 7.387516e-09	 6.961106e-01
 4.228484e+02	 6.913513e-05	 7.345630e-09	 6.953289e-01
 4.233226e+02	 6.889968e-05	 7.303983e-09	 6.945480e-01
 4.237973e+02	 6.866505e-05	 7.262574e-09	 6.937680e-01
 4.242709e+02	 6.843205e-05	 7.221548e-09	 6.929916e-01
 4.247450e+02	 6.819986e-05	 7.180756e-09	 6.922162e-01
 4.252196e+02	 6.796847e-05	 7.140197e-09	 6.914416e-01
 4.256930e+02	 6.773869e-05	 7.100011e-09	 6.906707e-01
 4.261670e+02	 6.750971e-05	 7.060055e-09	 6.899007e-01
 4.266415e+02	 6.728151e-05	 7.020325e-09	 6.891315e-01
 4.271148e+02	 6.705490e-05	 6.980961e-09	 6.883659e-01
 4.275903e+02	 6.682826e-05	 6.941680e-09	 6.875985e-01
 4.280629e+02	 6.660401e-05	 6.902901e-09	 6.868374e-01
 4.285378e+02	 6.637972e-05	 6.864202e-09	 6.860744e-01
 4.290115e+02	 6.615699e-05	 6.825859e-09	 6.853151e-01
 4.294856e+02	 6.593503e-05	 6.787732e-09	 6.845565e-01
 4.299604e+02	 6.571382e-05	 6.749820e-09	 6.837989e-01
 4.304339e+02	 6.549416e-05	 6.712258e-09	 6.830448e-01
 4.309079e+02	 6.527524e-05	 6.674906e-09	 6.822916e-01
 4.313824e+02	 6.505706e-05	 6.637763e-09	 6.815392e-01
 4.318557e+02	 6.484041e-05	 6.600962e-09	 6.807904e-01
 4.323296e+02	 6.462449e-05	 6.564367e-09	 6.800424e-01
 4.328040e+02	 6.440930e-05	 6.527977e-09	 6.792952e-01
 4.332788e+02	 6.419483e-05	 6.491790e-09	 6.785489e-01
 4.337525e+02	 6.398186e-05	 6.455936e-09	 6.778061e-01
 4.342266e+02	 6.376962e-05	 6.420281e-09	 6.770641e-01
 4.346996e+02	 6.355885e-05	 6.384954e-09	 6.763257e-01
 4.351748e+02	 6.334802e-05	 6.349694e-09	 6.755854e-01
 4.356488e+02	 6.313867e-05	 6.314758e-09	 6.748486e-01
 4.361232e+02	 6.293001e-05	 6.280016e-09	 6.741126e-01
 4.365965e+02	 6.272282e-05	 6.245593e-09	 6.733801e-01
 4.370703e+02	 6.251632e-05	 6.211360e-09	 6.726484e-01
 4.375445e+02	 6.231050e-05	 6.177316e-09	 6.719176e-01
 4.380193e+02	 6.210537e-05	 6.143460e-09	 6.711875e-01
 4.384929e+02	 6.190168e-05	 6.109914e-09	 6.704609e-01
 4.389669e+02	 6.169866e-05	 6.076553e-09	 6.697351e-01
 4.394414e+02	 6.149632e-05	 6.043376e-09	 6.690101e-01
 4.399148e+02	 6.129539e-05	 6.010502e-09	 6.682886e-01
 4.403886e+02	 6.109513e-05	 5.977809e-09	 6.675679e-01
 4.408629e+02	 6.089553e-05	 5.945294e-09	 6.668479e-01
 4.413377e+02	 6.069659e-05	 5.912959e-09	 6.661288e-01
 4.418113e+02	 6.049904e-05	 5.880918e-09	 6.654131e-01
 4.422853e+02	 6.030214e-05	 5.849053e-09	 6.646981e-01
 4.427599e+02	 6.010589e-05	 5.817362e-09	 6.639840e-01
 4.432332e+02	 5.991101e-05	 5.785960e-09	 6.632732e-01
 4.437071e+02	 5.971677e-05	 5.754729e-09	 6.625633e-01
 4.441814e+02	 5.952317e-05	 5.723668e-09	 6.618541e-01
 4.446544e+02	 5.933092e-05	 5.692891e-09	 6.611483e-01
 4.451298e+02	 5.913859e-05	 5.662167e-09	 6.604406e-01
 4.456038e+02	 5.894760e-05	 5.631722e-09	 6.597364e-01
 4.460766e+02	 5.875794e-05	 5.601556e-09	 6.590355e-01
 4.465516e+02	 5.856820e-05	 5.571440e-09	 6.583328e-01
 4.470254e+02	 5.837978e-05	 5.541599e-09	 6.576334e-01
 4.474997e+02	 5.819197e-05	 5.511919e-09	 6.569348e-01
 4.479744e+02	 5.800478e-05	 5.482399e-09	 6.562370e-01
 4.484479e+02	 5.781889e-05	 5.453149e-09	 6.555425e-01
 4.489219e+02	 5.763361e-05	 5.424055e-09	 6.548487e-01
 4.493963e+02	 5.744892e-05	 5.395118e-09	 6.541557e-01
 4.498695e+02	 5.726553e-05	 5.366444e-09	 6.534661e-01
 4.503432e+02	 5.708273e-05	 5.337924e-09	 6.527771e-01
 4.508173e+02	 5.690053e-05	 5.309556e-09	 6.520890e-01
 4.512920e+02	 5.671891e-05	 5.281341e-09	 6.514015e-01
 4.517654e+02	 5.653856e-05	 5.253382e-09	 6.507174e-01
 4.522392e+02	 5.635879e-05	 5.225572e-09	 6.500340e-01
 4.527136e+02	 5.617960e-05	 5.197910e-09	 6.493513e-01
 4.531884e+02	 5.600098e-05	 5.170396e-09	 6.486694e-01
 4.536619e+02	 5.582362e-05	 5.143132e-09	 6.479908e-01
 4.541359e+02	 5.564682e-05	 5.116013e-09	 6.473129e-01
 4.546104e+02	 5.547059e-05	 5.089038e-09	 6.466357e-01
 4.550836e+02	 5.529559e-05	 5.062308e-09	 6.459618e-01
 4.555591e+02	 5.512048e-05	 5.035618e-09	 6.452860e-01
 4.560333e+02	 5.494660e-05	 5.009170e-09	 6.446135e-01
 4.565061e+02	 5.477393e-05	 4.982963e-09	 6.439443e-01
 4.569812e+02	 5.460116e-05	 4.956794e-09	 6.432732e-01
 4.574550e+02	 5.442959e-05	 4.930862e-09	 6.426054e-01
 4.579293e+02	 5.425857e-05	 4.905068e-09	 6.419383e-01
